0.38003,1.0097,0.40423,-0.18392,2.1065
1.3491,-0.5413,0.24688,-0.14674,-0.061526
0.48651,0.54268,1.3067,1.384,0.60513
1.5873,-2.0489,-0.14477,0.70353,0.92376
-0.50619,-1.8224,1.3634,0.028083,0.62718
1.0994,-0.21813,-0.87594,0.55828,0.11711
-1.3932,-0.97121,-2.2621,-1.3177,-0.2238
1.2617,-1.3535,-0.91965,-0.72564,0.45147
-0.88281,1.3601,-0.474,0.43885,0.90947
1.2676,-0.43436,-1.8893,-0.073404,0.92569
-0.38805,1.6162,-0.31188,0.47899,0.57859
-0.95133,-1.259,0.64563,1.2317,-1.0809
-1.6171,-1.0558,-0.29314,-0.24033,-0.17846
1.6949,-0.25852,0.14224,0.47064,-0.96743
-0.72,-1.2747,0.72243,-0.26186,-0.024298
1.3254,-1.7065,0.43262,1.0164,-0.82166
-0.16309,-0.52626,0.64102,-0.1665,0.05855
-1.2085,0.86789,-0.29922,-0.84103,-0.65954
-0.070088,0.23236,-1.9091,-0.60086,-0.32952
0.69781,0.7167,-0.95329,-2.0735,-0.06161
0.1225,-1.0817,0.068167,-0.45232,-0.55586
0.59727,-1.0733,1.7704,-0.25214,-0.21203
0.40677,-2.4865,1.4317,-0.34237,-0.61589
1.3261,0.72602,-1.2041,0.087473,-0.41662
0.92588,0.068811,0.073813,-0.25736,0.23091
0.68571,-0.24839,0.98149,-1.8208,0.013978
1.4247,-0.82101,-1.37,0.01084,-1.1528
-0.89103,1.0786,0.47416,-1.181,1.0308
0.53307,0.96145,-0.27232,0.63229,-0.39482
-0.30095,0.17928,-0.50981,0.83626,-1.0006
0.35185,-0.20613,-1.2248,-0.58949,-1.2717
-0.6816,-1.6973,-0.70382,0.73257,0.60236
-0.13279,1.8207,-0.40262,1.5877,0.26951
0.0051125,0.68404,-1.4331,-0.9757,-0.92972
0.90747,-0.70171,0.32696,0.94118,0.50511
0.1036,0.99998,-1.4901,0.21712,-0.16923
-1.0528,-1.32,-1.5028,0.55306,1.8948
-2.2188,0.56507,-0.0010119,0.23279,0.79374
0.015011,0.18494,-1.692,0.94721,0.31003
-0.52168,1.2229,0.084774,-1.3353,0.3762
0.31471,0.23275,1.0669,1.4324,0.22207
-0.58335,-0.44525,-0.66675,0.84727,-0.067376
-0.99727,0.70169,-1.9197,0.94347,1.0055
0.11964,-0.21418,0.62699,-1.1021,0.85627
-1.0631,1.2858,0.48923,-0.47676,0.40793
-0.93142,2.707,-0.034619,0.12889,-0.33241
2.0152,0.63268,-0.10931,-1.5686,-0.55819
-0.49767,0.25808,-0.41812,0.57465,-0.30061
0.2174,-0.41945,-0.36585,0.27995,0.78323
0.33901,-1.1824,0.66413,-0.44747,0.55764
-0.62069,-0.16264,0.71072,-1.2864,-0.16311
-0.74037,0.57021,1.5632,-1.8729,-1.0274
-2.0533,0.5851,-0.1464,-1.0572,-1.5582
1.4059,-0.48154,0.97628,-0.3293,0.40197
0.86167,-1.3713,0.1054,0.62782,0.19746
0.40927,-0.08721,0.53907,-0.70631,0.77796
-0.79952,-0.81915,0.34679,-1.9073,0.42294
0.90681,2.4064,-0.54712,0.47998,0.68084
1.0683,-1.3197,0.16412,-2.1882,0.056501
1.5658,-1.5997,-1.1799,0.56028,-1.1685
1.0058,-2.587,0.28284,-0.18686,1.5745
-0.28119,1.2647,0.28786,0.91087,2.1098
-0.22196,-1.3147,0.090359,2.2505,-1.4792
1.0344,-0.35185,1.4677,0.11706,-1.6441
-0.32767,-0.33645,-0.43642,-0.73776,1.5008
1.0779,0.32065,-1.0802,1.5875,1.7277
0.66125,0.75943,1.2456,-0.3662,0.042909
0.95084,0.34638,0.92485,1.9527,-0.67378
-0.75732,0.078738,-0.80078,1.0867,0.53973
0.14383,1.238,0.9347,-0.75626,-0.43887
-0.026566,0.82601,0.058933,-1.2581,-0.58423
0.42432,-0.13031,-2.2475,-0.37515,-0.16549
0.58584,2.105,0.6492,1.0166,1.0696
0.46663,-0.99455,1.3263,-1.5789,0.81406
-0.12229,1.2634,0.015957,0.10941,0.26063
-0.33847,-1.4462,1.4817,-2.1406,-0.77316
0.12101,1.507,-0.53594,-0.07449,0.31963
-0.11363,0.53603,-0.69221,-0.9463,-0.89236
0.22101,-0.54046,-0.91905,-1.2646,1.4189
-0.32149,0.45979,0.48638,-0.15458,0.19443
0.14261,0.5028,2.1819,1.8193,0.049139
-0.39422,-1.6338,-1.145,1.7023,0.42934
-0.49471,0.65606,0.56233,-0.6546,1.8549
0.50269,-0.39929,-1.4964,0.25199,-1.7013
0.0043954,0.62303,0.19928,-1.0861,1.2752
0.61172,-1.6061,-0.57536,1.9029,-1.0238
0.26024,-0.27123,0.47405,-0.87271,1.0978
1.0246,-2.1055,-0.24224,2.1762,0.81729
0.11095,0.63689,1.002,-0.22533,-1.0759
-2.1191,-0.826,1.8576,1.6499,-0.33286
-0.8135,-1.3456,-0.18597,-1.6315,0.24436
0.50625,-0.27686,-0.48775,-0.62396,-0.032581
0.6022,-0.36586,0.41205,0.014394,0.52296
-1.1189,0.89373,-1.8268,1.6909,0.2531
-1.0217,-0.03446,-0.45071,0.047349,0.50538
0.38454,-0.75407,0.32562,0.35673,0.021974
0.51554,0.065757,-0.86707,0.5923,-0.4887
0.0083344,1.1262,-0.73632,0.025675,0.093776
-2.1282,2.1568,0.90157,-1.1082,1.0146
-0.62741,-1.7435,-0.45516,-0.48474,0.67184
0.83879,-0.055573,0.31855,0.84002,-1.1362
0.21801,0.45328,-0.95389,0.22679,-2.2192
1.089,-1.0594,0.56321,0.26414,-0.73377
-0.92129,-0.019528,0.034336,0.68198,0.52693
1.3095,-0.90549,0.29223,-0.078574,0.63996
-1.0345,0.23347,0.27696,-0.41532,-1.447
0.45709,1.1047,-0.47052,-0.89186,0.46782
-1.0844,1.1672,-0.46057,1.0199,-0.66151
-1.6877,-0.17576,-0.24392,0.26057,0.11399
-1.2037,0.34185,0.10493,-0.4077,-0.20678
0.053668,-0.18818,-0.55237,0.4228,0.21372
-0.15353,0.07883,0.15523,0.32064,-0.36266
0.27697,0.15024,2.2003,1.5695,0.3044
0.54796,1.2751,-1.8967,0.52657,0.39813
-0.21872,-1.2236,-0.1048,-0.14647,-0.60433
-0.80125,0.36546,0.51174,-0.71063,0.83608
1.2751,0.43707,0.66508,0.073156,-0.19674
-0.59463,0.051766,0.79073,-0.13865,-0.2306
-0.14589,-0.67333,0.20874,0.81287,1.2903
1.1973,-1.0039,0.48172,-0.92277,-0.051382
2.126,0.041851,0.60461,1.3069,1.8764
-0.28362,-0.43919,0.3256,-1.2414,-0.96764
0.48779,-0.096029,-0.017237,1.2146,-0.10842
0.92893,0.86904,-0.35272,-0.07275,0.37102
2.7816,-0.47545,0.24061,0.67631,0.56798
-0.29981,0.36849,0.79508,-0.72015,1.7047
1.2844,-0.20462,-0.90623,0.42112,1.0953
-0.60725,-0.40516,1.028,-0.020067,0.43741
-0.090387,0.29271,-0.091271,0.28671,-1.822
-0.67071,0.1067,-1.3306,1.4462,0.14363
-1.3986,-0.33695,-1.6348,1.4228,1.8551
0.47624,0.27084,-0.8169,0.10283,0.091359
-0.039723,0.67514,-1.0981,-1.5191,-2.3398
-1.212,-0.063288,-0.049765,-0.33229,-1.4612
0.25058,1.8729,-0.52084,-1.0849,0.20881
-1.5041,-0.44099,0.73099,1.1808,0.34531
0.2686,-2.7408,-0.13609,1.4236,0.058798
-0.7281,0.19723,-1.1768,0.42,-0.40956
-0.86824,1.4161,2.3371,-0.13524,0.23014
0.64799,-0.45159,-2.068,0.7965,-1.4554
1.8304,-0.52204,-0.016562,0.0059445,0.022148
1.5834,0.29766,-0.18653,0.47884,-0.2699
0.94409,-2.088,1.502,-1.5022,-1.3733
0.044375,2.0099,-0.70799,-0.39161,0.28576
1.7349,0.38518,1.6524,0.070041,1.8307
1.3032,-0.13292,0.91794,-0.43408,-0.63447
-1.3283,0.021218,-0.49344,-0.33948,0.083081
0.10207,-0.30489,0.98151,-0.054127,1.8108
0.045249,-1.4532,0.57156,-1.5025,-0.99073
0.18696,0.50046,0.67789,0.47285,2.2025
-0.81528,-0.92278,-0.19755,0.68944,0.28421
0.89906,0.5651,-0.30539,-2.1622,2.3993
1.2008,0.54033,1.009,0.084877,0.090083
-0.78215,-0.74889,-0.39698,0.73481,-0.030634
-1.3912,1.5692,0.62269,-0.27719,-0.61712
-0.11183,-0.55847,-1.6961,-1.688,-0.010093
-2.1653,-0.87889,0.88466,1.0941,-0.60867
1.1337,-0.59301,3.0792,0.22396,-0.022851
1.342,-0.38485,1.4519,1.3937,0.83417
0.93034,0.06124,0.88987,0.72556,-1.9274
0.85645,0.5384,-1.3274,0.91858,-1.1078
0.2448,-0.50301,-1.0329,-1.058,0.57788
-0.85133,0.90698,-0.71572,1.0257,0.20766
0.6527,0.26524,-0.6471,0.081353,0.15359
1.915,-0.46052,-1.6745,0.28008,1.6148
-2.087,0.97812,0.56628,-0.5869,0.95051
0.077806,-0.50569,1.186,-0.25548,0.55271
1.0166,-0.22636,-0.39207,-2.1631,-0.58181
-0.25727,0.17604,0.33861,2.5368,-1.3683
0.85931,0.046464,0.89698,-1.8706,0.37878
1.1045,-0.2362,-1.5554,-0.91395,-1.6612
-1.8236,1.0426,1.895,-1.3576,-0.61417
-0.028778,0.40063,0.19368,-0.004256,1.0019
0.5578,-0.83,0.27022,-0.69196,-0.28146
0.57971,1.3789,-1.5176,0.6034,-1.2543
-2.0205,1.6992,0.91935,-0.8401,0.077228
-0.94609,0.50036,0.32826,-1.1135,0.0456
0.96019,-1.1784,-1.0006,-0.23549,0.68155
-0.86083,-1.7544,-1.0968,-0.97832,-0.27005
0.44261,-0.6603,0.5192,-0.47545,-1.0851
0.046781,1.8594,-0.85313,0.24518,1.1454
-1.4905,-1.8819,-1.253,0.13019,-2.2436
-1.4301,0.34078,0.39723,1.3338,0.47024
-0.95416,-1.3915,0.031136,0.40704,0.028262
-1.5244,1.205,-0.10668,1.3349,-1.2626
0.69731,1.87,-1.1711,-0.90811,0.38394
-0.77223,2.095,-0.042294,0.22629,0.19468
0.23466,0.56535,-0.32096,-0.91029,-0.36058
0.88646,-0.93813,-0.85128,0.2156,0.07342
-1.1554,0.16123,0.48174,0.81457,-0.49265
-0.89306,0.83509,-0.73823,0.56116,1.1211
0.0036616,-1.2165,2.3931,-0.4334,-0.89871
-0.64644,0.46128,0.18901,-1.4996,-1.2973
1.1032,1.0215,1.6375,0.10067,0.62936
0.33668,1.4416,-0.53631,0.34262,-0.78035
1.0801,-1.6022,-0.58118,0.094658,-1.5016
-0.30369,0.9836,1.492,0.41285,-0.31139
-0.18366,0.85385,1.1747,-1.1272,0.37835
0.48411,0.394,-0.26604,0.10612,0.36285
-0.24735,0.30874,1.0202,0.56589,-2.0282
0.52966,-1.8509,-1.8477,-0.51325,-0.36921
2.4135,0.64883,0.040816,0.067743,0.79274
1.3274,-0.2706,0.67055,-0.94668,0.025385
-0.29799,0.86578,-0.017996,2.1771,-0.41018
1.6677,0.28481,-0.28404,-0.35868,0.083449
-0.93825,-0.40586,-1.4685,-1.0164,-2.1111
-0.37235,0.13032,-0.47914,0.71491,0.43389
0.17948,-1.4765,1.3824,-1.7883,-1.9352
0.23634,0.73273,0.21293,1.3099,-0.50908
-0.252,0.43625,-0.086196,1.6026,1.4389
0.14484,0.079601,-0.73743,0.38513,0.22879
-0.58521,1.1301,0.53929,0.067928,-0.34202
0.40888,1.6163,1.5507,-0.58842,-0.74917
-2.0341,0.46232,0.10876,-0.20939,0.2197
-0.64562,-1.0928,1.4287,-0.061601,-0.32786
-0.78202,-0.02834,-1.3811,-0.5721,-0.47192
-1.0712,-0.8135,-1.055,-0.28558,-1.1767
1.7074,0.020955,1.0838,-0.7973,-0.36004
1.1172,0.40321,0.21507,0.015859,1.3781
1.5105,1.337,-0.4291,-0.51776,0.59915
-0.54898,-1.0281,-0.18058,-0.46906,-0.070363
-1.0146,0.61324,-0.84168,-0.030908,-1.5987
0.56967,-0.53219,-1.079,0.16272,3.5816
0.12091,0.51843,0.375,0.10073,0.8955
0.25016,-0.18943,1.9075,-0.43767,-0.73159
-1.8944,-0.60801,0.14902,-0.67835,0.4082
0.29098,0.95878,3.2542,0.024401,-0.42376
-1.0702,0.80964,0.044774,1.579,0.072112
-0.31627,-0.6667,-1.6989,0.1896,-0.98182
0.24982,-2.0287,-0.65709,0.6794,0.97376
0.31439,1.4814,0.72927,-0.81954,0.63509
1.8999,0.18858,0.11886,-0.0048651,0.4528
-0.26857,0.039585,0.0041246,-0.042201,-0.70632
-0.52761,-0.86376,-0.23073,1.2657,-1.009
1.4092,-0.53694,0.42099,0.62143,-0.80381
-0.58485,1.6208,0.5467,0.58636,0.99907
-0.65114,-0.5553,-1.2547,0.2963,0.99575
1.1283,1.0222,1.2336,-0.16187,0.87367
-0.022289,1.6808,-1.2972,-0.15017,-0.70003
1.2701,-0.99617,-0.8666,-0.13235,2.3037
0.023181,-1.9534,0.1537,0.66054,0.40328
1.3102,1.2906,-0.74098,-0.76291,-0.091479
-1.3703,1.6153,-1.8296,0.74354,1.2741
-1.2384,0.20099,-1.5492,1.0528,-0.79711
0.68578,-0.18255,1.7967,0.1201,-1.334
0.08908,-0.04386,-0.63873,-0.1112,0.59992
-0.27247,0.2349,0.61648,-0.59592,1.6736
-1.3164,0.62156,-2.7849,1.2409,0.0168
-0.11095,-0.45092,0.41741,0.71326,-1.7351
-0.95679,0.46977,-0.90028,-0.3176,-1.7663
0.97004,0.13209,-2.0224,-0.12677,-1.0604
-1.9685,-0.19746,-0.33551,0.91028,0.67331
0.33858,0.04999,1.1725,0.74097,0.34671
-0.23947,1.2263,0.95257,0.049016,-0.083232
0.50129,-0.32648,-1.683,0.13696,0.67552
0.53945,-0.48523,-1.8467,-0.36798,0.19981
-0.12687,-0.86609,-0.56784,-0.59879,-0.89169
-0.14018,-0.099568,-2.3297,1.1251,0.14693
0.85769,-2.8552,-0.68565,-0.30248,1.853
-1.4034,-0.75911,-1.2523,1.2907,-2.2393
-0.39253,-0.4142,0.80124,-0.35614,-0.0099556
-1.1572,-1.6624,0.50918,0.63422,-0.36228
0.4814,-0.0097343,-0.2967,-0.89545,0.68838
-0.65756,-1.5461,1.3385,-0.11833,1.7259
0.8564,-0.13998,-0.68434,-1.5576,-1.6806
-0.68291,0.69774,0.41621,0.7846,-0.58525
1.3361,0.015925,-0.30117,0.28293,0.90341
0.33287,0.66826,1.2082,0.98553,0.33891
0.9409,-0.38031,0.78154,0.69164,-0.44934
-0.64452,-0.82104,1.8887,-1.9377,0.2359
0.33425,-0.45342,-0.70263,0.43967,-0.9837
-0.88009,-0.34916,-0.024103,0.22849,0.80219
-1.2349,-0.62845,-1.1692,-1.7108,-1.3032
0.84799,1.5771,-1.4386,0.51213,-0.4921
0.67485,0.57604,1.0418,-0.030647,-0.70237
1.7393,-0.78064,-2.2746,-0.17974,-0.89121
-0.41974,-0.85997,-1.2436,-0.26554,-1.3284
-0.86963,-0.21047,0.1247,-1.3147,-0.15465
-0.42934,0.49823,-0.37777,-1.4528,0.25221
-1.1221,-0.32769,2.6565,0.014573,0.94995
0.21682,0.42901,0.4571,1.3473,-0.42814
1.0562,-0.35923,0.024626,-0.48139,-0.28064
-0.55021,0.33387,-0.12082,0.29523,0.39053
-0.20933,-1.0573,-0.17163,-1.8929,-1.3897
-1.0213,-0.3412,0.34575,0.080391,-0.60569
1.1798,0.60432,-1.1007,1.1058,0.14416
0.27575,1.5676,-0.28882,-0.2067,-1.1156
-0.65779,-0.33761,-0.56255,-0.68064,2.9019
1.0265,-0.17807,-0.95416,1.7557,-0.3665
1.2648,1.0075,-1.0214,-0.17537,0.44769
-0.65929,0.36937,-0.10364,-1.3833,-1.5668
0.52893,0.12131,0.47056,0.15339,1.1736
-0.034677,-1.6692,1.2771,0.11107,-0.99976
-1.6228,-0.73086,-0.73725,-0.71309,0.26824
-0.42179,1.1806,0.23211,0.43036,0.14891
0.39337,-0.1476,0.48536,-0.13543,1.2653
-1.8974,1.6713,2.0629,0.11079,-1.5148
2.587,0.43562,0.037444,0.15267,0.20719
-0.2979,1.5718,-0.46311,-0.082938,-0.60074
0.10256,4.1106,-1.2452,0.24857,-0.56525
1.7041,-0.76419,1.398,-1.4676,-0.47147
0.15493,0.26857,-0.085593,-0.15318,0.26566
-0.4428,1.2128,-1.652,-0.5497,-0.25501
-0.14874,-1.3867,1.2497,-0.5078,-0.4573
0.46107,2.0897,-0.87563,-0.15326,-1.532
0.10527,-1.0494,0.35037,-0.5168,-0.45878
-0.12697,-0.45643,-0.3417,0.35016,0.67624
0.62497,-0.12402,0.032351,-0.59033,1.568
-0.18693,0.69343,-0.82665,0.11665,-0.14041
-0.48092,-1.2527,-1.1039,-1.1687,-1.7464
1.1617,-0.36752,-0.72659,-1.6734,0.30247
-1.0548,-0.15023,-1.4259,0.17613,0.3378
2.3281,0.61567,1.5272,0.75055,-0.4954
0.403,-0.59609,-0.43837,-1.0334,-0.91343
0.22005,1.3333,-1.0459,0.89917,-0.34589
-1.5171,-0.64775,1.553,0.74303,-0.25369
-1.0573,0.40448,-0.813,-0.07444,0.37925
0.15535,-0.56619,1.7835,0.32642,-0.73604
1.5298,-1.472,0.11351,0.26138,0.31417
-1.7099,1.961,-2.0545,0.61403,-0.24298
-0.22536,-0.59296,-1.042,0.047741,0.16507
-1.2549,-1.4766,-1.3795,1.1412,-0.13015
-0.37907,-0.56689,0.27566,-0.72187,0.43027
