-4.1447,-0.98921,-0.93726
-4.8514,-1.63,-0.9958
-3.8833,-0.027816,0.071634
7.815,0.027394,-0.19355
-2.4433,-0.51608,1.0743
2.1151,0.89954,0.67695
2.5353,-0.8326,-0.1577
2.2304,-0.47902,1.0988
-0.31441,-1.9015,-1.0303
-1.2249,0.45198,-0.51458
0.27014,2.4247,2.2008
0.70577,1.1136,-0.9614
1.7981,-0.25051,1.0384
-1.2256,-1.8142,0.81986
-2.5028,1.6257,0.020168
2.4893,-2.007,-0.87805
2.3447,0.53074,-1.3721
-0.25469,-0.39391,-1.8235
-2.5677,1.7725,0.66286
4.7857,2.7414,-1.0274
0.55193,-2.1906,-1.6059
-5.1406,-0.98224,-1.1633
6.8613,1.9411,-0.1257
1.0453,0.66559,-0.64917
1.3081,1.6838,0.46043
-1.1204,-0.86428,0.164
2.9328,-1.3684,-0.33666
-2.1642,2.0647,-0.13479
-7.6583,-0.97012,0.47531
-2.7717,-1.6643,-0.30482
-2.7161,2.8138,1.7483
4.3449,0.58737,0.50143
-3.8325,-1.929,-0.035094
1.9219,-1.9685,0.82592
-1.0829,1.6697,-2.9442
3.5882,1.7039,-0.25622
-0.15108,-0.11484,-2.3656
3.8341,-2.0223,-1.3946
2.2822,-1.556,1.3383
-2.1239,-2.042,-1.5525
-0.52298,1.8416,0.5049
-0.52245,2.2332,0.85416
-3.535,1.214,-2.2909
5.5731,-0.18952,-2.1531
5.8638,2.0579,2.0447
0.62833,-2.2701,-1.4687
1.3735,-2.1754,-0.97187
8.434,4.8991,3.3853
-4.9616,-0.4526,-3.2471
-1.3014,-5.0494,-2.0439
-2.5158,-0.60936,1.063
2.9871,3.3172,0.32572
1.8904,3.3215,0.094275
4.6793,2.8997,-1.3638
3.3803,2.7148,0.84949
6.1071,-0.15349,1.2883
-0.66033,1.0606,-0.90416
3.1712,4.6026,1.2335
-2.4771,-0.18534,0.49658
0.20725,-1.3973,-0.08622
1.9415,1.1068,1.0495
0.10942,1.0322,-0.31962
-6.5097,-1.0821,1.6683
3.1135,3.3828,0.93351
5.6943,-1.6311,-1.4985
-2.0364,1.8568,-0.17561
-0.96435,-1.065,2.3962
0.21135,3.8211,0.75268
-0.74316,1.1262,1.4826
1.8886,-0.1486,-0.61114
-1.5603,-0.67251,0.44634
2.2713,1.4756,-1.6935
0.96425,-1.1553,-0.080923
0.052956,0.77951,-1.674
0.97735,-4.6226,0.26642
-2.9682,0.94686,-0.87848
1.4023,-0.098348,-0.89008
0.89215,0.76445,1.4799
-4.5571,-2.9569,-1.1086
-0.67677,-0.66387,-2.7907
-4.1776,-0.048767,-0.43139
1.4365,-0.34034,2.2017
3.5366,1.3238,-0.26992
2.9532,-1.6385,-0.56333
2.1987,1.6504,0.96045
-2.8558,-2.0411,-0.52484
-0.54576,1.463,2.7538
6.4174,3.4383,-0.87624
-1.6912,2.7992,0.13177
-2.5518,-1.2659,-0.56608
4.2052,-2.0686,0.8431
5.4502,1.6976,0.7802
-0.34373,2.487,0.87007
-1.4927,-0.58325,-1.922
-3.9386,-1.3569,0.51905
0.89318,-0.62796,-1.4928
1.5287,-1.9212,-0.17239
-3.5251,-3.3234,-2.0457
-1.3088,-1.8391,-2.4828
2.8653,3.449,-0.20603
1.6951,1.0874,0.10031
4.2143,0.57132,-0.34757
1.9406,-0.082598,1.4977
1.0922,-2.624,-0.67417
-2.3056,-0.93813,0.74641
-1.9591,0.22361,0.85058
-7.6674,-1.1844,-0.47404
1.238,-1.8807,-1.3242
-0.39596,0.46252,1.3406
-1.6424,4.4546,1.6166
-0.52352,-2.9432,-0.44468
-3.3746,-1.6637,-0.13304
0.46709,4.0385,3.7716
5.3108,4.2356,1.6468
0.67981,2.5054,1.3862
0.74235,-0.50852,1.2339
-1.6203,0.19429,1.1779
1.8319,4.0617,1.1005
-3.3795,-3.3725,-1.4631
-5.187,2.9578,1.347
-5.5962,1.4976,-1.5783
-0.39564,-0.95083,0.30699
-1.1736,0.69877,1.0347
0.90661,0.77148,1.5023
-3.2412,0.8528,1.2811
-5.312,-1.2812,0.062897
-0.32567,-1.8492,-1.5703
1.1121,3.4938,0.78546
-0.38181,-3.7141,-1.7564
1.2122,-1.7756,0.81034
1.7647,1.2795,-0.23526
-2.2266,-3.0285,-1.3083
3.0452,0.36073,0.87615
-1.0913,1.8027,1.9709
2.6682,-1.2155,-1.6838
-3.3114,-2.4787,-0.97433
-0.13821,0.73597,1.7886
0.047575,3.3985,1.3645
-6.4203,0.4928,-0.48792
4.5059,-1.0707,-0.62729
0.041686,3.126,-0.12445
0.71442,0.47447,1.9936
2.9682,1.7957,0.57132
2.3874,1.8871,1.2376
-0.21095,-1.5659,0.63293
-4.3645,-1.7272,-1.4341
-1.7821,1.7378,0.55714
-4.0574,-2.145,-1.7156
2.883,3.0597,0.59662
1.6417,-0.61146,-1.0343
-2.5026,-1.5164,0.54677
-3.4555,-3.1537,0.048763
1.9365,1.2476,1.4273
4.0658,0.025024,0.88758
2.0361,0.53441,0.4018
0.38632,0.30674,-1.5956
1.1151,3.4007,1.7168
0.62954,-1.3313,1.5234
-0.67557,-2.096,0.17998
-1.13,-1.2616,0.85491
3.0681,2.0491,0.89109
0.5516,-2.4646,0.46452
5.0762,3.4663,1.9585
-1.6121,-0.80983,-1.0838
3.8192,0.002257,-0.66011
1.7432,-1.217,-1.2581
-1.4483,0.03873,-1.617
4.8221,0.84427,0.37713
3.2363,2.059,0.63369
-2.3564,-2.8471,-2.4827
2.2394,-1.7833,-0.54911
-2.4847,-1.0896,0.073955
0.36316,2.4649,0.69572
-0.29744,-0.91225,-2.3919
